"id","nume","pret","data","magazin","link","categorie","subcategorie","descriere"
"P-2404103","Palmolive Naturals Black Orchid sapun solid 90 g",2.49,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-black-orchid-sapun-solid-90-g-P-2404103","Casa si familie","Frumusete si ingrijire","Descopera sapunul de toaleta Palmolive cu aroma de orhidee. Ingrijire senzuala pentru pielea ta! Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-1786107","Intesa deo spray 150ml",13.82,2021-10-09,"cora","https://www.cora.ro/intesa-deo-spray-150ml-P-1786107","Casa si familie","Frumusete si ingrijire","Deodorant spray ylang ylang. UM: buc. InStoc: AVAILABLE"
"P-1983403","Balsam pentru par profesional Kallos Cosmetics 500ml",9.09,2021-10-09,"cora","https://www.cora.ro/balsam-pentru-par-profesional-kallos-cosmetics-500ml-P-1983403","Casa si familie","Frumusete si ingrijire","Balsam regenerant profesional pentru par uscat si despicat. Utilizandu-l, parul va deveni mai matasos, usor de pieptanat. Protejeaza parul de efectele nocive ale mediului.. UM: buc. InStoc: AVAILABLE"
"P-2424357","Igienol Fresh rezerva sapun lichid antibacterian 500 ml",12.89,2021-10-09,"cora","https://www.cora.ro/igienol-fresh-rezerva-sapun-lichid-antibacterian-500-ml-P-2424357","Casa si familie","Frumusete si ingrijire","Sapunul lichid antibacterian Igienol inlatura murdaria prevenind totodata dezvoltarea bacteriilor. Acesta este un produs care imbina actiunea de curatare a sapunului cu cea de hidratare a unei creme emoliente.. UM: buc. InStoc: AVAILABLE"
"P-1050577","Elseve Color Vive sampon 250 ml",14.78,2021-10-09,"cora","https://www.cora.ro/elseve-color-vive-sampon-250-ml-P-1050577","Casa si familie","Frumusete si ingrijire","Sampon de ingrijire care fixeaza culoarea, protejeaza parul si ii mentine stralucirea. Recomandat pentru par colorat sau cu suvite.. UM: buc. InStoc: AVAILABLE"
"P-1780227","Farmec Tarr Super For Men lotiune astringenta calmanta 150 ml",6.89,2021-10-09,"cora","https://www.cora.ro/farmec-tarr-super-for-men-lotiune-astringenta-calmanta-150-ml-P-1780227","Casa si familie","Frumusete si ingrijire","Lasa o senzatie placuta de prospetime si imprima un miros placut.. UM: buc. InStoc: AVAILABLE"
"P-2296672","CAREFREE absorbante zilnice cotton fresh 20buc",3.99,2021-10-09,"cora","https://www.cora.ro/carefree-absorbante-zilnice-cotton-fresh-20buc-P-2296672","Casa si familie","Frumusete si ingrijire","Absorbante cu invelis fin, cu extract de bumbac si senzatie de extra catifelare, fixare sigura, cu 4 straturi ce lasa aerul sa circule. Invelis testat dermatologic. Parfum proaspat!. UM: buc. InStoc: AVAILABLE"
"P-2375548","Colgate Max White Medium periuta de dinti 1+1 gratis",11.02,2021-10-09,"cora","https://www.cora.ro/colgate-max-white-medium-periuta-de-dinti-1-1-gratis-P-2375548","Casa si familie","Frumusete si ingrijire","Periuta de dinti cu peri de duritate medie, cu un element unic de design, pentru a reda albul natural al dintilor.. UM: buc. InStoc: AVAILABLE"
"P-1053481","Dove Stick Original 50 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-stick-original-50-ml-P-1053481","Casa si familie","Frumusete si ingrijire","Noul deodorant Dove, cu o o consistenta cremoasa, ofera protectie de pana la 48 de ore impotriva transpiratiei si are un parfum delicat, ce te invaluie intr-o senzatie de prospetime intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-2257409","Head and Shoulders Classic Clean sampon anti-matreata pentru par gras 400 ml",25.79,2021-10-09,"cora","https://www.cora.ro/head-and-shoulders-classic-clean-sampon-anti-matreata-pentru-par-gras-400-ml-P-2257409","Casa si familie","Frumusete si ingrijire","Samponul Head and Shoulders Classic Clean, curata parul si il pastreaza frumos si hidratat. Sampon anti-matreata pentru ingrijire zilnica, recomandat pentru parul normal.. UM: buc. InStoc: AVAILABLE"
"P-2404909","Deodorant spray parfumat Farmec Favorit 150ml",7.69,2021-10-09,"cora","https://www.cora.ro/deodorant-spray-parfumat-farmec-favorit-150ml-P-2404909","Casa si familie","Frumusete si ingrijire","Deodorantul Favorit inglobeaza splendoarea unei dimineti de vara, cu o nota usor citrica, ce asigura protectie si prospetime pentru intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-1751472","Lady Speed Stick Lilac deodorant solid 45 g",12.79,2021-10-09,"cora","https://www.cora.ro/lady-speed-stick-lilac-deodorant-solid-45-g-P-1751472","Casa si familie","Frumusete si ingrijire","Deodorantul stick antitranspirant Lady Speed Stick Lilac asigura timp de 48 de ore reglarea transpiratiei, lasand o senzatie placuta de piele uscata. In plus, are un parfum placut de floare de liliac.. UM: buc. InStoc: AVAILABLE"
"P-1860056","Always Ultra Sensitive Normal Plus absorbante igienice 10 buc",7.32,2021-10-09,"cora","https://www.cora.ro/always-ultra-sensitive-normal-plus-absorbante-igienice-10-buc-P-1860056","Casa si familie","Frumusete si ingrijire","Strat superior Soft Like Cotton pentru asigura un confort sporit pentru pielea dumneavoastra delicata. Bucura-te de confort si protectie pana la 100% impotriva surprizelor neplacute, cu aceste absorbante potrivite unui flux menstrual moderat.. UM: buc. InStoc: AVAILABLE"
"P-2431184","Seni Lady Absorbante Incontinenta Plus 15buc",19.89,2021-10-09,"cora","https://www.cora.ro/seni-lady-absorbante-incontinenta-plus-15buc-P-2431184","Casa si familie","Frumusete si ingrijire","Absorbante urologice pentru femei, recomandate pentru incontinenta urinara medie. Capacitate de absorbtie 6 picaturi.. UM: buc. InStoc: AVAILABLE"
"P-1848517","Always Ultra Sensitive Super Plus absorbante igienice 16 buc",13.09,2021-10-09,"cora","https://www.cora.ro/always-ultra-sensitive-super-plus-absorbante-igienice-16-buc-P-1848517","Casa si familie","Frumusete si ingrijire","Strat superior Soft Like Cotton pentru a asigura un confort sporit pentru pielea dumneavoastra delicata. Bucura-te de protectie pana la 100% impotriva surprizelor neplacute, cu aceste absorbante potrivite unui flux menstrual moderat.. UM: buc. InStoc: AVAILABLE"
"P-2355122","NIVEA Sapun Lemongrass Oil 100g",3.79,2021-10-09,"cora","https://www.cora.ro/nivea-sapun-lemongrass-oil-100g-P-2355122","Casa si familie","Frumusete si ingrijire","Improspateaza-ti pielea! Sapunul delicat Lemongrass Oil imbogatit cu uleiuri hranitoare si un parfum proapat de lemongrass curata delicat si are grija de pielea ta.. UM: buc. InStoc: AVAILABLE"
"P-2364599","NIVEA Deodorant spray Black&White Clear 150ml",9.99,2021-10-09,"cora","https://www.cora.ro/nivea-deodorant-spray-black-white-clear-150ml-P-2364599","Casa si familie","Frumusete si ingrijire","Formula unica ofera o protectie anti perspiranta pentru 48h si pastreaza culoarea originala a hainelor, formula invizibila nu lasa urme. Protectie eficienta 48h si ingrijire delicata de la NIVEA.. UM: buc. InStoc: AVAILABLE"
"P-2393343","Palmolive Naturals Milk and Olive sapun solid 90 g",2.49,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-milk-and-olive-sapun-solid-90-g-P-2393343","Casa si familie","Frumusete si ingrijire","Descopera sapunul de toaleta Palmolive cu extract din lapte si masline. Hidratare naturala pentru pielea ta. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-1939968","Sensodyne Multi Care Periuta de dinti pentru persoanele cu dinti sensibili",10.49,2021-10-09,"cora","https://www.cora.ro/sensodyne-multi-care-periuta-de-dinti-pentru-persoanele-cu-dinti-sensibili-P-1939968","Casa si familie","Frumusete si ingrijire","Diverse culori. Periuta de dinti pentru persoanele cu dinti sensibili pentru curatare eficienta, delicata cu gingiile, cu peri moi.. UM: buc. InStoc: AVAILABLE"
"P-2247915","Medica servetele intime 20 bucati",4.59,2021-10-09,"cora","https://www.cora.ro/medica-servetele-intime-20-bucati-P-2247915","Casa si familie","Frumusete si ingrijire","Servetele pentru igiena intima cu extract de ceai verde.. UM: buc. InStoc: AVAILABLE"
"P-2086704","Dove Original rezerva sapun 500 ml",15.59,2021-10-09,"cora","https://www.cora.ro/dove-original-rezerva-sapun-500-ml-P-2086704","Casa si familie","Frumusete si ingrijire","In aceasta perioada, cu totii ne spalam pe maini mai mult decat de obicei si din aceasta cauza este posibil ca mainile sa fie uscate.. UM: buc. InStoc: AVAILABLE"
"P-2378224","Discreet Spring Breeze absorbante zilnice 20 buc",4.19,2021-10-09,"cora","https://www.cora.ro/discreet-spring-breeze-absorbante-zilnice-20-buc-P-2378224","Casa si familie","Frumusete si ingrijire","Discreet multiform Spring Breeze iti vor asigura prospetimea si te vor ajuta sa te simti frumoasa indiferent de stilul tau!. UM: buc. InStoc: AVAILABLE"
"P-1781930","Gillette Classic Sensitive spuma de ras 200 ml",7.89,2021-10-09,"cora","https://www.cora.ro/gillette-classic-sensitive-spuma-de-ras-200-ml-P-1781930","Casa si familie","Frumusete si ingrijire","Folositi spuma de ras pentru barbati Gillette Classic Sensitive, bogata si cremoasa.. UM: buc. InStoc: AVAILABLE"
"P-1781942","Gillette Mach3 rezerve de ras 4 buc",47.61,2021-10-09,"cora","https://www.cora.ro/gillette-mach3-rezerve-de-ras-4-buc-P-1781942","Casa si familie","Frumusete si ingrijire","Rezervele pentru barbati Gillette Mach3 cu lame mai rezistente decat otelul care raan ascutite mai mult timp. Gillette Mach3 rezerve de ras 4 buc.. UM: buc. InStoc: AVAILABLE"
"P-1782466","NIVEA Spray fixativ Volume Scare 250ml",16.49,2021-10-09,"cora","https://www.cora.ro/nivea-spray-fixativ-volume-scare-250ml-P-1782466","Casa si familie","Frumusete si ingrijire","Spray ul fixativ NIVEA Volume Care ingrijeste parul si il protejeaza de caldura uscatorului. Firul de par este fortificat si are mai mult volum.. UM: buc. InStoc: AVAILABLE"
"P-1786085","Malizia Uomo spray 150ml",12.48,2021-10-09,"cora","https://www.cora.ro/malizia-uomo-spray-150ml-P-1786085","Casa si familie","Frumusete si ingrijire","Deodorant spray vetyver. UM: buc. InStoc: AVAILABLE"
"P-1989985","Oceania burete",7.89,2021-10-09,"cora","https://www.cora.ro/oceania-burete-P-1989985","Casa si familie","Frumusete si ingrijire","Burete masaj exfoliant 2 fete. UM: buc. InStoc: AVAILABLE"
"P-2329809","Dove Fresh Touch gel dus 750 ml",18.99,2021-10-09,"cora","https://www.cora.ro/dove-fresh-touch-gel-dus-750-ml-P-2329809","Casa si familie","Frumusete si ingrijire","In cautarea remediului pentru pielea uscata, incepe cu un produs de curatare care hraneste pielea. Hidrateaza-ti si protejeaza-ti pielea impotriva deshidratarii cu gelul de dus nutritiv Dove.. UM: buc. InStoc: AVAILABLE"
"P-1955093","Seni Soft Paturici 90x60 5buc",14.49,2021-10-09,"cora","https://www.cora.ro/seni-soft-paturici-90x60-5buc-P-1955093","Casa si familie","Frumusete si ingrijire","Aleze igienice premium, cu folie impermeabila in partea inferioara.. UM: buc. InStoc: AVAILABLE"
"P-2104187","Dove Stick Invisible Dry 40 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-stick-invisible-dry-40-ml-P-2104187","Casa si familie","Frumusete si ingrijire","Dove Invisible Dry iti ofera libertatea de a purta cele mai colorate si indraznete tinute, fiind primul antiperspirant Dovedit ca nu lasa urme albe pe 100 de culori.. UM: buc. InStoc: AVAILABLE"
"P-2364610","NIVEA Deodorant roll on Black&White Clear 50ml",9.99,2021-10-09,"cora","https://www.cora.ro/nivea-deodorant-roll-on-black-white-clear-50ml-P-2364610","Casa si familie","Frumusete si ingrijire","Formula unica ofera o protectie anti perspiranta pentru 48h si pastreaza culoarea originala a hainelor, formula invizibila nu lasa urme.. UM: buc. InStoc: AVAILABLE"
"P-2399433","Dove Men + Care Deo Invisible Dry 150 ml",11.99,2021-10-09,"cora","https://www.cora.ro/dove-men-care-deo-invisible-dry-150-ml-P-2399433","Casa si familie","Frumusete si ingrijire","Antiperspirantul spray Dove Men+Care Invisible Dry, primul deodorant Dovedit ca nu lasa urme albe pe 100 de culori, iti ofera protectie eficienta impotriva transpiratiei timp de 48 de ore.. UM: buc. InStoc: AVAILABLE"
"P-2364596","Nivea Men Black and White Power deodorant spray 150 ml",12.91,2021-10-09,"cora","https://www.cora.ro/nivea-men-black-and-white-power-deodorant-spray-150-ml-P-2364596","Casa si familie","Frumusete si ingrijire","Formula unica ofera o protectie anti-perspiranta pentru 48h si pastreaza culoarea originala a hainelor, formula invizibila nu lasa urme.. UM: buc. InStoc: AVAILABLE"
"P-2405442","Aquafresh Herbal Pasta de dinti 125 ml",5.89,2021-10-09,"cora","https://www.cora.ro/aquafresh-herbal-pasta-de-dinti-125-ml-P-2405442","Casa si familie","Frumusete si ingrijire","Ce este? Aquafresh Herbal este o pasta de dinti cu tripla protectie pentru dinti puternici, gingii sanatoase si respiratie proaspata.. UM: buc. InStoc: AVAILABLE"
"P-2417029","cora sapun 1000ml",7.09,2021-10-09,"cora","https://www.cora.ro/cora-sapun-1000ml-P-2417029","Casa si familie","Frumusete si ingrijire","Sapun lichid rezerva honey. UM: buc. InStoc: AVAILABLE"
"P-1021421","Always Ultra Long Super Plus absorbante igienice 8 bucati",7.49,2021-10-09,"cora","https://www.cora.ro/always-ultra-long-super-plus-absorbante-igienice-8-bucati-P-1021421","Casa si familie","Frumusete si ingrijire","Fiecare femeie este unica, insa Always Ultra Long cu aripioare ofera protec?ie de pana la 100% pentru forma si fluxul tau unice. Cu un strat superior absorbant pentru o senzatie de mai mult confort.. UM: buc. InStoc: AVAILABLE"
"P-1022689","Libresse Ultra Normal Duo Fresh Protect absorbante 2 x 10 buc",10.29,2021-10-09,"cora","https://www.cora.ro/libresse-ultra-normal-duo-fresh-protect-absorbante-2-x-10-buc-P-1022689","Casa si familie","Frumusete si ingrijire","Absorbantele Libresse Fresh Protect au un nou strat superior ce lasa pielea sa respire oferind confort incredibil si protectie maxima.. UM: buc. InStoc: AVAILABLE"
"P-1050587","Elseve Color Vive balsam de par 200 ml",14.78,2021-10-09,"cora","https://www.cora.ro/elseve-color-vive-balsam-de-par-200-ml-P-1050587","Casa si familie","Frumusete si ingrijire","Balsam de ingrijire care fixeaza culoarea, protejeaza parul si ii mentine stralucirea. Recomandat pentru par colorat sau cu suvite.. UM: buc. InStoc: AVAILABLE"
"P-1052329","Mennen Speed Stick Alpine deodorant solid 60 g",11.69,2021-10-09,"cora","https://www.cora.ro/mennen-speed-stick-alpine-deodorant-solid-60-g-P-1052329","Casa si familie","Frumusete si ingrijire","Deodorantul stick Mennen Speed Stick Alpine ofera protectie impotriva mirosului neplacut pe durata intregii zile, avand un parfum proaspat masculin. Pentru barbatul activ!. UM: buc. InStoc: AVAILABLE"
"P-1053699","Rexona Men Stick Cobalt 50 ml",8.99,2021-10-09,"cora","https://www.cora.ro/rexona-men-stick-cobalt-50-ml-P-1053699","Casa si familie","Frumusete si ingrijire","Dedicat barbatilor activi, stick-ul Rexona Men Cobalt Dry ofera cea mai buna protectie antiperspiranta si o senzatie indelungata de prospetime.. UM: buc. InStoc: AVAILABLE"
"P-2047195","Seni Lady Absorbante Incontinenta Super 15buc",17.89,2021-10-09,"cora","https://www.cora.ro/seni-lady-absorbante-incontinenta-super-15buc-P-2047195","Casa si familie","Frumusete si ingrijire","Absorbante urologice pentru femei, recomandate pentru incontinenta urinara medie. Capacitate de absorbtie 5 picaturi. AIR - suprafata ce permite pielii sa respire.. UM: buc. InStoc: AVAILABLE"
"P-2303083","Colgate Classic Clean periuta de dinti Medium",2.69,2021-10-09,"cora","https://www.cora.ro/colgate-classic-clean-periuta-de-dinti-medium-P-2303083","Casa si familie","Frumusete si ingrijire","Periuta de dinti curata eficient si inlatura resturile de alimente din spatiile interdentare. Este prevazuta cu peri de duritate medie.. UM: buc. InStoc: AVAILABLE"
"P-1983400","Sampon colorant Silver Reflex Kallos Cosmetics 350ml",11.39,2021-10-09,"cora","https://www.cora.ro/sampon-colorant-silver-reflex-kallos-cosmetics-350ml-P-1983400","Casa si familie","Frumusete si ingrijire","Sampont colorant ce inlatura culoarea galbuie a parului decolorat sau carunt. Curata cu blandete, parul devenind moale, matasos si usor de pieptanat.. UM: buc. InStoc: AVAILABLE"
"P-2343299","Palmolive Naturals Olive gel de dus 750 ml",12.69,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-olive-gel-de-dus-750-ml-P-2343299","Casa si familie","Frumusete si ingrijire","Formula bogata si matasoasa a gelului de dus Palmolive Naturals Olive iti hraneste pielea si o lasa catifelata.. UM: buc. InStoc: AVAILABLE"
"P-2429334","Rexona Deo Invisible Diamond 150 ml",8.99,2021-10-09,"cora","https://www.cora.ro/rexona-deo-invisible-diamond-150-ml-P-2429334","Casa si familie","Frumusete si ingrijire","Rexona Invisible on Black + White este un antiperspirant spray pentru femei, cu o formula speciala anti-urme albe si galbene, pentru ca tu sa te poti bucura de tinutele preferate.. UM: buc. InStoc: AVAILABLE"
"P-2183231","NIVEA Sapun solid Sea Minerals 90g",2.51,2021-10-09,"cora","https://www.cora.ro/nivea-sapun-solid-sea-minerals-90g-P-2183231","Casa si familie","Frumusete si ingrijire","Sapunul Sea Minerals cu minerale marine confera ingrijire delicata lasand pielea revigorata si discret parfumata.. UM: buc. InStoc: AVAILABLE"
"P-2257197","Head and Shoulders Classic Clean 2in1 sampon anti-matreata pentru par normal 400 ml",25.69,2021-10-09,"cora","https://www.cora.ro/head-and-shoulders-classic-clean-2in1-sampon-anti-matreata-pentru-par-normal-400-ml-P-2257197","Casa si familie","Frumusete si ingrijire","Head and Shoulders Classic Clean 2in1, sampon si balsam, curata parul si il pastreaza frumos si hidratat. Sampon 2 in 1 anti-matreata si balsam pentru ingrijire zilnica, recomandat pentru parul normal.. UM: buc. InStoc: AVAILABLE"
